,codigo_rol,nombre_rol,descripcion_rol,fin_rol
22,3aabc98bcc1446f0951bd42c8ba22eed,nada,Tree government.,False
23,c26c85b52844487298c66223e6d3167a,nada,Cold generation southern.,False
24,483d70017e9f4c1096ef3b7d91cd3d73,nada,Easy simply share score wonder over Mrs free soldier tree third young media two mother authority over part agree article commercial three put kid.,True
25,9167170dc13344449d3893f0185a3ee1,nada,Especially learn.,False
26,0e305babadbe438d8bea2a87b76ffa1f,nada,Find.,False
27,5f6d0034eeca441dbd9d3fed63bf7228,nada,Want book game summer official party another room lay product.,True
28,cdf4583bfe7d43429d242d680d35ef26,nada,Determine food which ahead record modern office stuff world they world speech idea vote after several medical type.,True
29,e771106ee843496b9e48de229b7759de,nada,World former play than rest throughout large receive citizen fish not source your identify significant bring want.,True
30,f7cd215610f943b9bbf313b59795f476,nada,Point audience candidate end everything them control finish letter our music help know especially child win attorney spend easy population off.,True
31,442382e9eb35450388fe0cde6c486f21,nada,Whom create.,False
32,3ae9c2824b1b4e4184c628f45a394710,nada,Black wife in foreign serious day half provide above simply tough agent station young ask continue level science.,True
33,344b9a438dc2475e84f4b29e35b51cd2,nada,Weight relate almost.,False
34,e53ec23f0eec4441ba2a0e4f35d7bc51,nada,Sound tend less.,False
35,a78999607c5b493380135ec3f465d557,nada,Dog guess concern.,False
36,3b7a636661d14f7fa1bc62d41a52deb2,nada,Defense set.,False
37,420afc33a8364f81beb172fa533013af,nada,Process accept suffer.,False
38,f67e8f4d9290425ea85fb73535a0330a,nada,Detail few operation property like best deep build knowledge.,True
39,567ca34aa74e4e26bced11ef7752dc18,nada,Every rich will hit move thought relationship season knowledge laugh require somebody table option middle force system.,True
40,02709b7ce57248709eff2dd502c9e10f,nada,Quickly father wall example present no spend manager rule resource whole opportunity oil our time interesting turn police tree big mention explain enjoy management stock.,True
41,d66cc27ccdab424b8e4bd19bde10d4c3,nada,Suggest lay public staff or structure figure Republican increase lawyer consumer collection military tax include whole indicate authority week determine yet serious actually.,True
42,821edda4fd5646b9b3013bbf2ba916cb,nada,It recognize she respond approach measure people month deal cultural edge full candidate democratic whatever former kind impact.,True
43,f070055b9ba945d9bdb2f8053966abf4,nada,Over magazine eat fight decide language sign mother manage situation hot piece guess machine list room level lay table.,True
44,f8d542eab1364ac3a94b5ac3f4aab396,nada,Act maybe.,False
45,27db760144b248cea7ba2c3dc55c848b,nada,Stuff kitchen focus never fish western believe hope wish law someone reduce compare coach much avoid.,True
46,33ad93561d9f4639b8a726af7e3687d8,nada,Authority generation game successful.,False
47,a5c77b8ecfa34b958b03fb02c38c27a2,nada,Race politics laugh candidate idea guess employee indeed will life move course information dark any charge understand this strategy black blue especially.,True
48,239bb78d136f4d08bfc391a9584fe23a,nada,Rest.,False
49,9cbf84599af9465fb8c13453f118c111,nada,Bring wonder daughter consider training value impact capital magazine who nice term quite teacher century reveal cause after body close hot onto develop conference television hair current court.,True
50,c1e0daa6414c4cdfaea0385918c6498a,nada,Medical catch.,False
51,d7059630f7f943ce85bdbae8994d7ce7,nada,Teach share son former song mouth spring world training civil true book sometimes area attack five experience husband blue.,True
52,666b2db497c1438289218a695a637588,nada,Use international.,False
53,f61b7bb1330745a8bf6b4a08dab7e40e,nada,Information with table.,False
54,d5066919a90248ef8acc0cd0fc73432e,nada,Maybe more hold cup health dinner public sell entire next whatever religious medical prove already politics range main seek design Mr civil vote experience among eat physical.,True
55,a053319896284cb4a8d23c69fcd4a58b,nada,Whose work table.,False
56,4c12412321114178b287978e4269a772,nada,Rule writer value way show enter camera away himself staff much federal.,True
57,f0a599db9d0c40cab8112073ec1c90f2,nada,View turn must add time economy treat personal administration firm admit my beautiful purpose full population easy green ability artist kid worker charge may.,True
58,5e4bd77bdef04743bbe986d8a9df96fd,nada,Shake personal manage wife.,False
59,839899f5a91c4c5ba042467bd1b42ad8,nada,Thank few best half single another establish less I thank support born court thought success message interesting leave front value yard head why where attention financial.,True
60,2449b59e6255455da00e3158c4cdd730,nada,Data great break kitchen mean however mean news so cell standard run to light television exist soldier knowledge better view far.,True
61,68ce0d95eef141c3a5e315ce8b074b61,nada,Town including start agree already song we conference story article reality food cost outside how free best try.,True
62,709cbd5626f54731aeb2924c7a1325c7,nada,Part similar now cut season current defense we hope old current last debate time collection young matter may kitchen training table gas machine crime almost.,True
63,3080b7ae56094f42a83403db6e7b6792,nada,Five center wife story so dream college similar popular Congress should worry maintain manage green human catch ability moment language respond step live course last responsibility.,True
64,94b252154b8441b9bc55d70eb9d56d08,nada,Make do.,False
65,b3eddfdab368476191daac48aa160096,nada,Message TV hit week under day professor away computer explain southern agent small sometimes individual other cause thing life ago than cold film page bed science.,True
66,5b8086fa80cb498ea294b52bf7937bb4,nada,Energy east note art whatever form I young save ready soon test his another according.,True
67,7d4b44af84ab4f13b6a98641d68927e1,nada,Again left check that when police never either send moment again threat thing apply early nearly social.,True
68,d82366f78e844da4ba8c296e9f88a6c8,nada,Next mean me my point myself friend art mother which care by.,True
69,5c7a52e8bcef405a9c104832108b3cf4,nada,Star imagine.,False
70,660243d58cef4746bda03fc3706cb994,nada,Week plant interest live view yet staff everybody maybe politics usually from system clear history budget table before whether nice five visit couple gun.,True
71,df459d941d834732bb09157956f10820,nada,Require ability say.,False
72,c386899a6b5a4ce986dacca1224480a0,nada,In shoulder all grow case mouth.,True
73,80953bbf1fda4be2b9eb64babc74e106,nada,Me feel growth popular dog situation experience moment space international day red single president doctor performance protect either white campaign avoid girl economy forward class clearly successful federal.,True
74,ba73f162ecdb4eb49e7825e9930008c9,nada,After home development.,False
75,2a5a0921859d4e3bbc1f23098d4375a3,nada,Recognize than simple.,False
76,d4fc7ef0695e4133a1b4fe10b56800b0,nada,Any local decision.,False
77,25072c2c41d24d5f972784478c6aa3a0,nada,Sister around.,False
78,cac3a36fb9a04625b67b36feb943122f,nada,Economy low morning easy particularly green question ask us Mrs their ability next operation bar group light throw officer.,True
79,750322509e074e4ba65163ebaa700928,nada,Task bit market administration eat write wife role house.,True
80,e79056e6f74a4386b4c9cae82c7b5051,nada,Turn decade board avoid rise wife individual data receive enjoy write development act brother me spring risk risk picture.,True
81,afc75cfb27aa4743a71bbd88d26502a8,nada,Involve himself.,False
82,b6883e2a143b412496187a966a8b0b13,nada,If.,False
83,2272c27b1dfe4fcd8735e78265a8c5d7,nada,Detail section loss do every actually away future want several contain you for degree edge use Republican page it upon actually consumer language size knowledge.,True
84,e415102c483647edb8a55e11c18ff16a,nada,Employee color style coach really country sure clear outside maintain answer I maintain.,True
85,7d543f82e1c44e69aef199e40cf05f1a,nada,Lead lot accept structure good specific happen may record child interest idea interest home.,True
86,73864a80ac2840a4a0bbe61eaa321a0f,nada,Agent heart evidence season.,False
87,219c98ee36704fb4bce613342bc5b8e2,nada,Record my or future chance attack understand threat movement rich leave ok factor.,True
88,c1a8bec9536e4c7d9755ea66720990bc,nada,Plant discover new us human identify big check wait worry dinner specific nearly another well vote require produce player catch peace attack identify.,True
89,dfddae1be80f4db6a38bdebabee462b2,nada,Any yet card.,False
90,dbab0717cc104a38b43a95d6b250b0d1,nada,Be oil tax fund wear she support outside together less over federal toward.,True
91,fa8e4f168da94cd5bd358d610b4bd47a,nada,Wish sport short.,False
92,f4039a15eef048c3953e2200267de597,nada,Remember organization cultural main memory experience spend science scientist add book full need business worry difference science establish white everything always back environmental life best particular.,True
93,363b7c2415144eb7bf26654283f0048a,nada,Put take scientist my raise father data likely himself animal table move sign none some term discussion.,True
94,3557c8d9048d43f6977d8c6e2f3fa679,nada,Media research difference southern card among area ground identify attorney you body.,True
95,002daf277fa04e42b7621eb5242625cf,nada,Available.,False
96,64d68d2792e540938d3a8d13bce5253d,nada,Bad actually product party team same bank follow woman suggest wall security half on however onto test administration professor memory.,True
97,0b5b4fe93bd64be6a99f245d53d5116a,nada,Shoulder.,False
98,d427192657344fb1aaa613fdb249c145,nada,Avoid hotel cover say federal realize writer decide number somebody light skill society relationship.,True
99,739b0a912a0d4ab9b0dc8b0bc8d1bccf,nada,Nearly tell.,False
100,1c511035364f490483ddbfc65256b41f,nada,Government four remain month so marriage boy popular after north religious animal single yet international like top conference her discover between it short.,True
101,e4481af1ff974e80b4cfba49aa3aad89,nada,Keep bag yes risk.,False
102,38cba39620f24e4c9047b878106d31f9,nada,Network appear decision right spend body participant act reality serious think his.,True
103,f81906db1a0349efab18dc04aa0415cf,nada,Thousand film treatment season agreement ten cost free give space southern best west every kid general road always writer cold he risk Mrs.,True
104,5ea7e157684148b6b86b4a9f9619b8f1,nada,Everyone reflect look agree across relate Republican live feel indeed would boy discover total.,True
105,f2d004ba04af4392b1c83e7f8bc4022c,nada,By story house stop bad response claim party one movement once along also go its.,True
106,8890b72b026f4fd88f7975d08f334ac9,nada,Forget.,False
107,942e3d2521564ecd9224e8fc7049a45d,nada,Speak whose.,False
108,7e6c48cd004341c685f3a30d52010176,nada,Inside.,False
109,76ec08aabcc34a788abf6860b7d4a766,nada,Type identify commercial box hand budget finish these group think message six cover hold federal arm speech work place treat professor each blood bed themselves education.,True
110,82643f9f2ba044769987d37b2498c970,nada,Rather lot near.,False
111,293492debf1d41e4bc38052bc2464030,nada,Try own note beyond prevent day seven among billion agree side national maybe standard off Republican home seem seat Congress down.,True
112,790eddeb414c4ff78256dfede74573c6,nada,Yet.,False
113,1b47cd0561c04f2aa4a040084c1e7cae,nada,Fall.,False
114,a967d1a3455c46d99ebb2a95472ccbdf,nada,Need situation act other marriage for medical owner serve season job you tree federal right some maintain director risk the recently dream trade.,True
115,f86a8432bb5949348d9aa5cc39bacbbe,nada,Where team establish drive wall year himself push.,True
116,6520da909bba4f09b0f00735ff6d294b,nada,Simple fact.,False
117,86d1b030fe944edbab8cf2e75f2dce90,nada,Effort.,False
118,f3c16d7b1eba4d9dbb0de56036e92c69,nada,Nation describe yes real child why low development space bit series another surface model school mission art recognize exactly alone particular mean south movement risk food.,True
119,ff4006522bb545ab8c1df682cdcc324f,nada,Learn we back.,False
120,cc19a27e58d646eea4b37c737076aba4,nada,Sister something former right effort class tonight civil ask case chair impact feel modern fly action serious she feeling music impact forget change.,True
121,d7a6189408734dceaee459acb853f0d1,nada,Avoid eat clearly thousand.,False
122,a8160d3f51c1481ea8245ae64e9b86b5,nada,Beyond last investment place home model attack similar prepare make understand baby artist meet raise tend party class argue decide hair research source edge everybody.,True
123,977f7dc89bf94f2bab266bb77cc33e85,nada,Policy dark religious organization particularly hair Mr no anything skill lay several public half management allow may very source.,True
124,93dbf6e7a6e74e5fb48f7bd1fe95dfad,nada,Thing painting happen religious run fire knowledge recently move product cut answer speech because.,True
125,146d71db7e454142ad6cb913bac36d3b,nada,Policy catch space point follow officer we pay speech evidence them word both major traditional degree defense recently against stuff least as else political recognize five.,True
126,d6eed1d9d55947659b91caa21e1eaaf0,nada,Lay include be future call present.,True
127,6352d9a64647476e9a2adb53c1ab64c3,nada,Chance maybe laugh study structure any account section behind voice money sign visit save government theory you its these office.,True
128,11420ea3958f43379c98dc27d53dd640,nada,Everybody bad watch.,False
129,e0e5cc132ae0498ba0fe47d3b1e6db1c,nada,Style.,False
130,50e752922954435e91cac335fe9f22c1,nada,Manager skill exist write group us service indeed will of production thing else person charge theory.,True
131,d507b8b27d0b48a9b198223e2a441ef5,nada,Media admit even.,False
132,262a1782022543e79d241e18c3e1de7e,nada,Form region administration.,False
133,9b77e9d9ed6840fc92fc79edea01f52a,nada,Suddenly.,False
134,a7cf93961a4446e0ac938c3d9f992084,nada,Create physical catch position exactly enough happen right food parent case hope behavior main capital her book sort.,True
135,39bcd58a7da649d29707f8edef2cad94,nada,There team your.,False
136,871295fa470e49cd803704e92c22473a,nada,Speech account.,False
137,4df4b071fc454748beb3904d3e9ce088,nada,Fine to.,False
138,c9be11a75ee84a93873ea6b456f0c328,nada,Soldier area artist kitchen exactly south southern kind case effect practice mind their candidate between close suggest woman difference manage serve bad physical social ok place in newspaper.,True
139,06d87e5dee534b25bff3402160ae9e4b,nada,Work about charge.,False
140,5a54052580184c7b92f60dc126e01cea,nada,Stock who city article easy professional service player son along story country already deep brother west candidate child pick program something heavy.,True
141,136b217d02d64ca4a5f3d6a83738033e,nada,Poor activity will.,False
142,6eaea46ab815477b84a13dc00572a7f5,nada,Tonight military stand course foot north blue region model vote follow authority special purpose play lead bag begin do resource arm other by.,True
143,f4e402d30cae48428341effaae2ca33c,nada,Pattern market military.,False
144,1e6768066ec1437bb4e42bd3117a7164,nada,Early off tell baby soldier probably medical become them risk top child long talk adult produce prepare author risk something adult bit woman property.,True
145,74d6e95b1458418f81beb9d53442d127,nada,Forget.,False
146,aa913825d0e04662b5abf50b4a301cd8,nada,People behind interest degree customer sometimes trouble everyone air allow way.,True
147,f538fc9b55c14ce382f4422e76af02c8,nada,Power sort.,False
148,ddfa36ec9b784aa388c182dc47e54951,nada,Shoulder arm will form generation town order all film simple soon cold.,True
149,8447d71b9ad84e978033e0182481857c,nada,Food staff while deal different floor issue young such simple free direction including best space.,True
150,bc0760d481514388ba002667c2107794,nada,Production her help unit commercial budget evidence believe system.,True
151,f067b44f913745af9be3b251a28ee7d3,nada,Yeah coach especially collection.,False
152,7a670e2789b04337bac839e3294e1c26,nada,Woman environmental.,False
153,3d77a3ff8f5f4ed58b28c35c381766f6,nada,Defense into still interview goal seat court dark market center her off prevent political city pick home ball these crime small follow almost recently own.,True
154,9bcdfca58cc445b5ab28f42e643e8593,nada,Mind respond over.,False
155,86ab93d9659f4f46a2741cee575cac42,nada,Hospital hair day current leader top such nature suddenly prove action wind above population need best us develop those likely.,True
156,d3e19b6e7cfa47feb8f20f7ef57a6001,nada,Yourself though.,False
157,23b62842c6f843c8b57d2f81cbf6dad2,nada,Four major medical.,False
158,b8bae159d7074b72a03bbdec714e0f08,nada,Improve by interesting.,False
159,45050e9d7d2147eb8e240e345dae2d21,nada,Score green west them size theory politics send.,True
160,4584c7d21a714f4db4149f7d1c6561ed,nada,Building often finish ahead return enter a network option course scene speech against drug gun.,True
161,04f448552678420da6debbed3b5a73a8,nada,Knowledge likely.,False
162,2407d4b4c18544e4a8b12d8306b6fae8,nada,Wear.,False
163,eeba51fb4e7947cabcbd1007a4b08573,nada,Various.,False
164,eaf3d64ed01645fc9a0f8f51a01ed359,nada,Key election senior.,False
165,f49e88a51853454fa904d6e504d83247,nada,Interesting different modern traditional law follow focus conference clear growth red yes catch response so top star onto job never over will want southern nature.,True
166,62e8bc75f6f04a90bd6781a893591bac,nada,Look surface thus join civil lose fill tough kid.,True
167,fd84ef8a4cc941e48dad285f6dd3cb5b,nada,Minute off physical instead main hand either prove agreement exactly part room art image low individual suffer approach stuff scene wind player.,True
168,7f8ad3896ab942c2aa417c7dee9bf0f7,nada,Southern next.,False
169,e1e6dfe6aafa45429a5f4415f97ecdfd,nada,Meeting raise increase mean admit experience tell good none own someone hotel game imagine among bill sport talk successful hour.,True
170,9ce681f0f90d403d85b81759854f60c7,nada,Truth officer respond cost itself nation example program her difference within it about kid quality machine country right whom expect think last dream a.,True
171,e2c0f09bffb54c2eaa06617b86c097e8,nada,Matter explain shake early million sea north investment Congress pay movement medical lay establish design reveal threat include guy mother officer cultural science center admit.,True
172,26991bb98187434db717aa673f87e5f0,nada,Generation tend physical sort grow difference success Republican trouble professor north care western.,True
173,816c0bccc7f34d0db7544f7b7f01a8c3,nada,Soldier our seek born relate language know project table face receive that.,True
174,c0eb9aa6a92f4d9fbab6d58f3deb9c5a,nada,Challenge remain build among growth data tend fish prove popular whether morning debate off myself line drug free seek would.,True
175,7238b1659ce547b989db3e0391ff7d8f,nada,Read near plant meeting thank exactly method well player allow wait play set discuss bad box big save line party.,True
176,df83584d49a44040813bb66aaa1860f3,nada,Type customer product fight firm several claim hospital kitchen myself best agent theory hope data scientist issue if street large tree and police every blood street if.,True
177,59afff05bf7f4dacb57a120389f84caf,nada,Yeah station meet ago one well clearly question how military accept home out property too worry economy term.,True
178,8994db45d5894a54920dca866b30b8bc,nada,Voice radio than a at evidence cultural give result clear sister lay site candidate dream they natural shake present book energy receive human those myself great raise.,True
179,214d4836297a490181183b39619a1c8f,nada,School animal page various professional world send character nor picture decision usually sing organization off rise must consumer window.,True
180,60d9b4cfb8f24158ad9e203eb34e27af,nada,Lead available say.,False
181,4fbe3f194ca14ec180d993c6ba2633db,nada,Cut color image.,False
182,76db3a1c6a804d05b950d706a3e1d333,nada,Art control reduce.,False
183,5801eef141a2410586e649745de13a77,nada,Writer mouth character.,False
184,e51181dd9cdf4f978f078602d1a910b4,nada,Ground me strategy often might seat throughout out follow reality foot black sing thing piece station enjoy Congress still though one middle people anyone audience glass.,True
185,4b54eceb0c9f40869bfcaa2a60283e11,nada,Vote far visit.,False
186,17d315bc6d6947f389741718f6d66f3e,nada,Generation tax back almost everybody include sell with quality never military notice current entire democratic bring any discussion easy identify Mrs family.,True
187,a20eaa090af644528bdef01d6dfc5fe9,nada,Decade.,False
188,3d026a4b1c554b9aa0b26f5a4f43d692,nada,Scientist end great.,False
189,9fe7f2ce34f342308753d5cb044fa8ef,nada,Region way view him move street game example team kitchen mother region agreement couple treatment people.,True
190,e21d46ad772f45878eabacbb1b73d17b,nada,Group.,False
191,d2c2c045c53f4211a12b689ded0ed8e0,nada,Argue more central ever way term matter five interest well establish story.,True
192,2121703aba614f8d9d4b76fa6c9ce463,nada,Executive attention maybe piece factor policy market might number through thing area southern fill figure majority stay his onto certainly.,True
193,25c2fffe240f47169ce82f040f7f5f9a,nada,Attorney gas buy material upon agency occur ground surface sister job bad art record act arrive cover key term laugh baby space difficult bit.,True
194,4e0e6bbb79eb41a2b944627efbc99c4f,nada,Foreign.,False
195,9a5b85815ad1437e9d3e1605cf2ce990,nada,Everybody nation particularly high increase people arrive professional which along key doctor price find care visit point.,True
196,8d7efe0a270048c28859d41c5e7870fc,nada,Generation usually.,False
197,c16f790baaaf47c083d369ead402eae5,nada,Watch director tend itself woman recent thousand short chair free how involve program operation see pattern some understand gas.,True
198,57295e5ea3f04565b066b349cd54584b,nada,If bed after.,False
199,d454b4d5d23e4ac8ad2cb411c84589bf,nada,To age TV.,False
200,df2f48038ead4140bac9b6358f8acbef,nada,Current nothing leg.,False
201,da372fb2af424babbeccded62c82dc5d,nada,Process budget.,False
202,498c21a178eb44c9876d3186501cc3de,nada,Worry effort focus before would however international tax nearly lot actually its window bill management course film fear.,True
203,3bd166bd45c64689b9005cb0cf49a4d1,nada,Challenge.,False
204,b59b9b35e8094cea9e097ffab41118cd,nada,Personal style doctor.,False
205,190a819d0e9c4c6091f8e09929c47f4c,nada,Believe matter along majority.,False
206,1c4cb23f46954f6eacb3ece65a569c6c,nada,Political newspaper set.,False
207,751e9958e7a24d77a4b4ff5a173bfe48,nada,Management.,False
208,89d9d23f20db41a99259a1a2a5e99b72,nada,Peace life employee.,False
209,1f5a9963a8b7400fb27339eebb08735b,nada,Live raise will.,False
210,cd1605c0ed744603b3ce5943fece57d2,nada,Picture central should lawyer herself charge type include low indicate fine example begin eat.,True
211,dab88e20f08f4c39bc596949ecfbf60e,nada,Seat seven cut doctor identify she weight will difference present since per whatever machine major change follow return huge relationship shake prevent product.,True
212,afaa3e4463204463994985ed0de8e38f,nada,Here bring Congress fly.,False
213,c8c3ffe929774c3585a22c4f3839dc81,nada,Who wife before all career black it establish church wife grow perform bill certainly life enter gas explain your civil manage four interesting near happy already back instead.,True
214,3de63ba50f774e9384efcc4abfa0cd2f,nada,Away long once.,False
215,b6e96a8c68f24291a7abe9fe073fec31,nada,College challenge local Mr relate blue big thus find tough know window fact personal out go.,True
216,b264121516ff494e89bd93355249ffe2,nada,Response this Mr really require nature thought PM difference notice too sister all from thank physical also main next.,True
217,d708e8b3d84a4abf9033e31c4e43407e,nada,Market party at this into both themselves so close film western Republican.,True
218,82974bf8a82c4b70a210fdcdf6abbeb8,nada,Case develop yet current open improve attorney cover page beyond others ok build own laugh should perform instead.,True
219,57ec16a7de014ced82962a1da7484536,nada,Daughter less result live range base involve senior state relationship leader raise reduce recognize.,True
220,a445c33c63b541da86621d5cf72d349c,nada,Sure care drug option many reach clearly smile order choose news less vote reason continue southern ask team serve key science wait beat top ever general might.,True
221,9f32fb8d8cea4e9890760c7b5a78046d,nada,Defense lose lay religious enjoy while attack animal painting son more test wall miss money friend push under natural senior sit gas personal another candidate.,True
222,9992bff5a13a4b2da9dc85745120ff92,nada,Available cultural.,False
223,731567a66b464326aed80cf93ab875a0,nada,Teacher believe stop safe not allow want view least miss process describe politics career possible enough firm seek number population trial customer behind likely while professor.,True
224,8f13b10cf9c74896bbb59f07c30323ee,nada,Finally summer let.,False
225,7f21bb4446eb44e89e1a4d52e0d74b56,nada,Carry computer music.,False
226,7667daac24d84df6b71bf5fe0dc3383f,nada,Audience scene best.,False
227,4274efadff0f44f5994ca7a0208ebc85,nada,It great sing believe four particularly write feel anyone government imagine claim standard loss arrive until really.,True
228,0c4a7f3cd95c4b4cb5ce1a8e5538702b,nada,Check campaign story question hear task discussion future number author moment to level next again consumer per together.,True
229,c17384bfa6a74d9e99f0315c20535f93,nada,Run black situation administration there represent property letter serve light everyone country others involve movie study foreign.,True
230,0abe91a1f9984882bad8146148b891a7,nada,Vote home news.,False
231,27b43411ff5d4d5c970e7e23ac38b7d8,nada,Time young.,False
232,2e85c69f65d843098e9a9075ef8f5803,nada,Police seven.,False
233,e066789c280e43829a6d4ec963429b05,nada,Actually suggest.,False
234,176ee3645da54f77ad2830d86d6b3fe0,nada,Hotel but show.,False
235,157facb7e236466292be63fdc9bb7a4f,nada,Between challenge recognize.,False
236,e33a6b4bfa5c4bb094be5e2566c6b273,nada,Within success serve.,False
237,ab38524d4ef34e43afb876e47106ee0d,nada,Help director mission.,False
238,1abf6dda6ba94d6a980decb341b54399,nada,Stop ask what fish natural ten high attorney clearly call wish her mouth agreement such example consumer.,True
239,52bf577754bb4777bc172b0d7ab31fa4,nada,Fast writer article artist almost can happy medical worker within enough event leave read make hard wife within month population show these with can.,True
240,35804ed3e64541a3a313d5fafaf39768,nada,Modern dark it state want simple day industry white north sometimes include situation only floor pretty.,True
241,7351c0657bf143c3b41494f97b01adbc,nada,Set rather music foreign remain development source television girl social appear floor gun cover third show decide response doctor thus without garden still effect professional end much.,True
242,7acaa5f8f5a54f318c9c86b82a17ba98,nada,Walk machine finally billion senior decision rise hit game simply shake chair his heart success former field water second possible account federal car through upon story more.,True
243,d1c3a30dcf104607a9c767b032693513,nada,Likely easy number always food continue professional choice rich always north threat.,True
244,25b4dea272f64ce483077bfa87017b25,nada,Respond cover agent two my mention truth beyond among religious clearly research onto kitchen nation court agree company ability various happy indicate.,True
245,26fb179b42ff4c7c97df59fadcc88e01,nada,Much outside player help news myself act poor increase success voice for five data should serious discover without.,True
246,136126a9289247f5bbf7d7201c52711b,nada,Word.,False
247,013a400d33684da9a93ae26e4b3072bd,nada,Arm situation from amount drop late age campaign why hard value weight level financial yet own.,True
248,49a901be50874f4babff3762b41e04c9,nada,Product peace.,False
249,5863fb612a9043beb2401a37f99a0d84,nada,Thank wind guess.,False
250,0854e3a841234fee839b508f0b94109d,nada,There in question.,False
251,5793ce2d35f8425495f6701e3dcde195,nada,Boy win left good rest card make save especially must send car name coach father move side town thought always employee he.,True
252,75f1a8b772c940039eb40efec4af919c,nada,Nothing decide despite southern voice listen history opportunity parent shake always feel traditional site base require.,True
253,d2e4cb834e5949e1bbfff33524f3aa64,nada,Group send movie board race small business budget individual off woman skill.,True
254,fb79d2644b1d4ebbb651fed5e9d9641a,nada,This cup let.,False
255,59da55c512ca491bb8c00d5e079ad9c0,nada,East man.,False
256,92fa4a56c4014d279af27fb5d21f45d2,nada,Raise range born help already laugh reduce would politics seek material reach free institution claim some.,True
257,f8133c3aeed742d1ba183db53be7e19f,nada,Capital personal sing understand approach color budget yard drive environmental mind view design fear ahead commercial skill throughout defense success.,True
258,a65029228d74499ca0b15f5439d0a64c,nada,Study answer history cold similar full himself condition policy inside see foreign region person environmental action positive actually law add size kind house certain share crime.,True
259,fdd738ab34e44c07b35386c6c1444c8a,nada,Maintain democratic degree difference mind mother agent how allow style.,True
260,534f90230026447b997e34d126930c31,nada,Newspaper pay assume information already truth finally call quickly where prevent prevent every like use street recently can and upon red type science pick so when give investment.,True
261,c82df46db8e54a7abdccf24525ad3eee,nada,Else.,False
262,cf82602f7dac4897b46f589874901eea,nada,Them center attorney catch age value way now model these hit its fight beautiful forward get result main instead early certainly sure help us first school.,True
263,77ab11e5369749d086dca1f40559f973,nada,Heart must standard.,False
264,064c0a8d094e4fb2bfd05b70cf0ce401,nada,Remember pull community notice.,False
265,24131c83a29742e39f1c949d000a1ea1,nada,Surface try dream whom particular room market set common similar eight window push third eat family nice.,True
266,4cbbf16dd3714833b1eae4cb7ea18b73,nada,Night them fear later various skill similar on result trial religious simple.,True
267,6affa21a1f6844198ae2eccc6e44a47c,nada,Arm reflect.,False
268,0205c971e0e54329866fa4e5d449d453,nada,Share spend brother third staff force car reduce professional region all foreign owner civil about spend.,True
269,1f1df45d7ad348aabb4fd1978b5f3001,nada,Form place first.,False
270,3ac53151e0e743aa95cd4f44d2448a4b,nada,Prepare capital.,False
271,9d1fe84beffb493381049308c24ddc32,nada,Purpose owner.,False
272,d9ea068688fe4ee09e67eac4ab9f4967,nada,Adult sing into get break story Mrs particular weight perhaps city energy design available health prove region up enough.,True
