,id_base_legal,descripcion,articulo,estado
25,3b2f06a25f9a40ea8cd8b827020cf0ae,Nearly size by future on month walk start majority probably relationship yeah feel fast us explain.,True,activo
26,da2fd80d41bf486db25ddb595e867bcc,Paper set fall part dog company prevent serious care executive far whole already nor white yeah easy care play behind.,True,activo
27,841e719d4e004ca386d62d24f179243e,Establish really white big interest itself interesting travel pull ask actually modern thus four catch drop success country space realize item need attack work cold catch.,True,activo
28,10b7f4f6c8914d218053233afb758766,Suggest over there heart trip project already player health husband many wife answer feel one fly since more spend through last measure glass anyone group hospital.,True,activo
29,dd8850a3e8f84ddc820c09e98b11c2e8,Quickly his discover.,False,activo
30,c23884b6f5a645ebac722dc8bda70a1a,Newspaper others family.,False,activo
31,76f0a6f72b0440528aa6b0c72b28bd00,Less sort better soldier save character once key argue need sit real seem feel red structure.,True,activo
32,61929baf97ee472fa74bdb823899eff1,Sport answer.,False,activo
33,71b6081f7db84e9bbd6b53168b0c2659,Follow own fear.,False,activo
34,5070df3f343a4984a107e370373495d7,Stage since others explain or performance relationship traditional development role note seem five figure different.,True,activo
35,9b1fd0105aa94c7f96959817295710f1,Finish lay much.,False,activo
36,ecc4fcd2a0134c94b94eabdc08a233a4,Activity statement doctor hair box treatment subject five century act investment enough arm discussion student it floor activity day give.,True,activo
37,7e5000730dea4be397fba521d169d064,Number improve process.,False,activo
38,5a1f50847349409d9ed08ca0c0c0905c,Could such.,False,activo
39,139d96bddc15409bb5932b2fab1ab3f6,Former easy eat major prevent national the somebody identify group national open help.,True,activo
40,a66ca6c9b82f4f76857c9d57a7842521,Require successful consider data report here among walk one quite customer treat view foot memory hotel grow level although gun among pull season.,True,activo
41,0c851cc9ceef4da8b7105ff2d58789a9,Miss admit value free fill it line if rise establish thus sing third spring actually performance.,True,activo
42,9b32710009c9492394dff597871e0ca9,Improve candidate.,False,activo
43,a4efb2ac84c9483986d8472c514f3e30,White with school day learn issue more follow respond effort these customer finally film than outside laugh water week all argue admit moment floor suddenly major others.,True,activo
44,2e710e2ed5714390bf7b8b37088bcde4,Then moment.,False,activo
45,eea88eb73abb498d8da53bd085e90362,Reflect we create.,False,activo
46,dbd50e5602304be0a5ad77ff7c351f74,Citizen.,False,activo
47,acc74194ebcc446b8db5013eaffbeb77,Respond half work tell least point theory project worker always reason garden pretty produce worry business.,True,activo
48,2c7618628a9546e289031af3436dbf6a,Apply seven unit really learn lead near that finish vote appear plan along necessary involve order manager movement certainly bank add thank expect fear.,True,activo
49,3a46afd3d82b4940837b209dfb64d7bf,Material feel growth view toward choose outside production stand staff behind director in performance believe score affect pretty main drop red itself already perform accept total ever.,True,activo
50,264b546325d44cb7b6b89b9034fdf29d,Once lead market.,False,inactivo
51,4325ae4b9f384cbab2ac091d3947449d,After yet political art fire nation shoulder begin gas direction approach outside party wrong hundred arrive bag loss should white.,True,activo
52,5c02d7d8eab8430aa643fc29e76b8776,Themselves person challenge.,False,activo
53,2e89543afc4d446b8d3dc6a1fb6f02a7,War throw all bit subject order activity important before change purpose usually hospital look front relationship model company language consumer financial interview old green table.,True,activo
54,ed51e14661a34537b8e1fbb321ec94fe,Admit company ground.,False,activo
55,1116b18647cd4435a6ab291ca84ab7ee,Eat success.,False,activo
56,37b895739e3243fa9e708699e099371a,Employee rich sister call three air country someone fear point may oil head yard house modern everybody outside call such provide.,True,activo
57,7290f746b8e44a05b39dd5aaf4293500,Significant beyond anything.,False,activo
58,7b7be269bdc24ab88e3b82ec59e71c53,Call per turn send push hour heart current sister million season early stage garden head financial spring use sing continue magazine role wide usually key.,True,activo
59,31b0dbea0187465a9601919448096c2c,Education determine newspaper also may southern owner theory military make black individual cause recognize might anything.,True,activo
60,b41fe113e969484d9357e7dd0eb868ce,Within place range camera would show along officer return likely southern assume blood type thing interest front thought today behavior there image tax.,True,activo
61,f03a4b4c643d450dbaf801b736b9221a,Situation stay rise newspaper sister chair stay ball pay smile score light really.,True,activo
62,96ac364ddcc64327bebf7b69430d05fd,Somebody beyond society seem son dog read color particular statement occur affect measure black standard staff take.,True,activo
63,867baae2a328493a9922a4f850f25d15,Indeed add floor she stock party relationship institution certain watch inside those city as establish nor meet party wide however political lot social behavior subject garden.,True,activo
64,3471432778da4785909513f017834d92,Plan security into.,False,activo
65,a83dbf3b6b034d9086b4221366ab08d7,Accept standard determine miss piece common worker hold night policy away but cause small phone travel individual such sometimes certainly task word above value.,True,activo
66,60b2ab607b6d4cd69d3af06122ae11ac,Along purpose word.,False,activo
67,8fe768e5055a47b9bfaa044b22013846,Part politics positive car shoulder them nor win list group go his century behind crime near identify.,True,activo
68,ca84eadea18e4662a3d4e273276522f7,Tree.,False,activo
69,4bb504d6dbc044e8a570190dd462dafc,Realize phone.,False,activo
70,173116569d8d4bf2936d4936cbea398c,Perform wind unit top international no responsibility probably create tell move send ask his standard rock spend return community final ability lead evening.,True,activo
71,946c701f6465478195cca527ff1193f0,International sport book sometimes term anything for check else half establish paper full difference picture involve fall question than summer beyond firm radio.,True,activo
72,905abf9cd2b049379651190b907bcb61,Save campaign.,False,activo
73,169351ac6c4341e6be00a560f99ddd4d,Home trouble miss majority middle national foreign poor room must include college management style box not say value.,True,activo
74,858de1a4493c4242833680ef57c35a6a,Describe can power.,False,activo
75,8f6a041ca8474e9f96db8a26d723d934,Focus wear.,False,activo
76,0396842e4dee4c4fb9808a36e6db1ff1,Material fear.,False,activo
77,ec979837ab5341d8b645d5bc726f963a,Especially allow sound.,False,activo
78,b6bd28c0308946d1907563d3207e827f,Today appear her difference finish special seat any hit around style fill.,True,activo
79,c825309fa8554c66a2ed091d8947ceac,Relationship.,False,inactivo
80,093f1f57996947a49e354596b6c106f7,Practice area hotel dream.,False,activo
81,e6dae935553b4a2685439fc0bb186dd7,Admit weight case answer.,False,activo
82,ee1dc06d4a97410e96d6ff6d071c7d50,This from campaign movement question war later various than could data western in management while far soldier scientist.,True,activo
83,593e84f3d7234d55ac8fdf190b5518fd,Week teacher community half spend drug although nation successful begin pass happen current several story hard walk window crime may soon region member.,True,activo
84,0a2c57f0983a49f8b660d1bdfaa8787a,Likely statement.,False,activo
85,3ac13567fffa492999fbf9974dfe7b93,Particular without window admit.,False,activo
86,f1c3ec8d8487434f996b6331598fa5bc,Claim specific send oil speak Congress letter sure whose room nearly once garden benefit water success real will want simply require stage.,True,activo
87,3e00ef40343f4dfe82ae062839f1faaf,Create management.,False,activo
88,94976ffba89349649b4d99e74ffcaf1a,Herself color.,False,activo
89,74aecb5d87de44e3ba61a7feb1edb8d2,Possible visit run real never room source physical attack adult new hospital prepare join leader realize company material lot.,True,inactivo
90,40d51d8299694d1aa42cf81a6b553e77,Thought wide technology most.,False,activo
91,69f13e27ac7f4012b18f2eeba5386377,Yard behind team strategy prepare fact staff old win financial ready either since director there adult push owner relationship action cup hair who after significant.,True,activo
92,b62af83f57204bbcb362eef015d9c99a,Over with machine put player turn garden four education find.,True,activo
93,d7c6d75f491e4fa1a54d629cbd0c9bd3,Serious any hot more sure guess dinner international resource son second production when data career culture generation good real common institution option name lose beautiful.,True,inactivo
94,df1396cfca5e44af8707098d6a48aa08,Car tonight computer worry resource grow sort hair work along respond scientist.,True,activo
95,54634e403e9446598f856aace66525db,Data decision attorney choose kid recent economic identify nearly affect pass say large especially commercial personal team.,True,activo
96,3ffabb52356d4d209e21df5a00a520b2,Sense candidate scene wall scene team study weight trade seek mission spend moment whole how some.,True,activo
97,7a7cc3574be345c9b3024b6be93f673b,Hotel protect.,False,activo
98,84f5d19a9aa2427580eba6ad4e1d833d,Art movie deep reach clear coach support environment call interview yourself onto lot politics.,True,activo
99,477ec9ff8940426f9d2095a7c9fe14d1,War type these add left note reveal development on voice sense level thousand represent of the thought right toward research meeting.,True,activo
100,0794b532be374712884dd9e0aa7579a0,Office standard.,False,activo
101,9cf760739d2245f582929f09277aefed,Republican benefit real participant response why go factor study war season station stuff but that idea now prepare high owner.,True,activo
102,c800e1fadd504090a5459ed393e8e9d9,Store approach stand those card watch allow ability name in field bring how truth cell network would social appear family small design might prove bit.,True,activo
103,c2cde6ff56ce482196bacad958e630d3,Million night feel.,False,activo
104,1f273020e94a4d9c8146e8628afc1a1f,Inside man another.,False,activo
105,ca3c36f3f3374d26ac614544d7ad00a0,Protect give expect memory agree great can child look meeting art coach lose thought station decision often degree why reach call next statement me enough like.,True,activo
106,8bbb5db24a9d43ac963155732453795c,Hot woman edge bring family lay sign second fight position south performance society thousand generation dog next sign real network indicate.,True,activo
107,e7afd596025e4eb99192b01d17931903,Few blood treatment hope next me citizen wear factor around ground yourself.,True,activo
108,47f53a3fa69345f3a89dfc8f0e63d220,Thousand movement participant discover financial he eye agency option notice relate wait garden today natural.,True,activo
109,0011c2da1f244767afffbc74881635d9,Both southern.,False,activo
110,ba534ce3d24f4f5f88dd440a2360180a,Artist put.,False,activo
111,53f5d35435f84a7f89072c9a86a3e6b5,Security play half.,False,activo
112,126bb15dc9544006a9327fe8829af24a,Place edge move meeting believe but traditional become before travel population within quickly throughout deal community itself hear record hope evidence would including property memory.,True,activo
113,78f39cbb26014fdbb4dea5b7311df013,How maybe memory group arrive total with member single better her any ago while tend make.,True,activo
114,82b9ccbac6e042fba43a8d27a082c618,Page score trade.,False,activo
115,2109ace6b61649b7825e8191108f6798,Analysis note.,False,activo
116,eaf9e0fadb58403d96d7d46aff207264,Address.,False,activo
117,83c207935a3f485bafb159e5256803f5,Real relationship know cell foreign tend role prove hear would wife young point law want report east prove like together body near seem myself particular.,True,activo
118,cd7f38157501496f9684ea52773a642c,Body personal understand little receive he right right expert none citizen child off system can research wish.,True,activo
119,98813ccbde624e40b44d647ca5467bb4,Civil create fight medical.,False,activo
120,352eef60cde84c07845d39ca3631ecc2,Hot dark so.,False,activo
121,2397cdae290347f3ae01e9fb4b0732e9,Power picture return price mother meeting local majority measure family begin however summer soon night maintain main appear professor capital draw leave add dinner.,True,activo
122,0ad1e9abe6f2446ba390b2b4000c1fa6,Under large building race money just because firm against on simply mission response back home couple happen its arm five police.,True,activo
123,8a5b9d394af841a1b8982484cf9b52b4,Card support.,False,inactivo
124,39b782d9588542d79ecfad79dbd6239f,Begin to quality often ground fire drive sign share recent the their clear accept.,True,activo
125,3dd7e810e94d42f2808f1e139908b916,Reality little hour several magazine prepare movie education site dog table network.,True,inactivo
126,f1c7a47a6a1544cda452be229faabe10,Forget human.,False,activo
127,57acff05d8dc4688ad08dc45f86f709c,Reveal section still.,False,activo
128,f0e8f636bc9b4b3f83da0148554cbed1,Board discussion.,False,activo
129,8de88025dba641a9955c7c1269795e81,Practice whatever phone kid truth per tough federal probably situation require or our country end positive maybe not they common talk machine television leave movie note child.,True,activo
130,a362582880cc4a129f4e7f8c93b58544,Marriage government one.,False,activo
131,c473b1c79fcb40c9b8ab3522c6a19018,Billion institution experience sometimes same its ever agent sister style yard base industry.,True,activo
132,b41826b7279543949d804c6923240cd4,Mouth top politics attack once bag cell area want fast interest draw fund history central turn of nation level carry top bit growth.,True,activo
133,1b864eb6c5a845ec9909277e4080f049,People season care.,False,activo
134,5bffa5ebf4c84c48a8d7a76737760590,Significant describe.,False,activo
135,bb3cb526d52d414eb85d73782f7d64c2,Common court dream nature player me leader second perform interest discussion machine dark media city.,True,activo
136,0e4840c44ad14217808b779350ffa44b,Especially region argue leg off son south five throughout organization never build city change first former fact woman make increase.,True,activo
137,993cdc992c1544d28de3e0c8d42eae5c,Hold despite then herself else several money may PM start carry choose husband threat family might spring spring least house expert start third.,True,activo
138,03f005dc5a754ad684299d46d9bf53cc,Experience.,False,activo
139,c6fcf8a60a304256a1e887d1648e2964,Figure his identify might government remember mouth.,True,activo
140,a3adccbffab74047879bb419897a34c2,Song education that.,False,activo
141,63d5415366b14dd2b1bda979ba06a20d,That light cause difficult student pass believe since thought whole mention market require three appear reveal pay.,True,activo
142,7c4af31361b748c18fdf29cd941438a1,Hold several.,False,activo
143,569d8e5178de4852b182a64766e8ddd7,Decade majority recently.,False,activo
144,846449bf15fe445e84323d795a89463d,Visit point cost subject doctor special recent these case chair make child.,True,activo
145,e5d91a71e5ba4b528ee47a1e534c44fd,Door case almost its leave clearly school check eight I reduce place leave.,True,inactivo
146,7c38baaf895240da963463a111e0fe29,Forward fall and herself television clear security meet interesting office guy alone.,True,activo
147,3a3ab263328a4c588d305bb2f29538c8,Camera couple.,False,activo
148,a28e94968dc14e41b6e6ce3dd52aab23,Opportunity reveal cup.,False,activo
149,2977ec633f8c4b94b40c8feb65ef3fad,Seem could occur decade level animal friend serve travel hand stock scientist technology point.,True,activo
150,540580219bab47c8bab1c9abdb30901b,Agent body participant film even wind drive per well authority mean much account data sort defense Republican authority push receive mention gas speak foot.,True,activo
151,03e070c83940470c98c603f2416b2713,Total culture.,False,activo
152,53df185f026b4a96b92e81dd551ca39c,Thank.,False,activo
153,082aed6724974d2b9dedcffc40c38991,Cut safe increase free once fine feel people industry use expert method until although all with official dream paper gun follow country.,True,activo
154,84c85094de3844bfb31d20094408f7e3,Want offer back place cover spring discover artist care there onto learn once team upon their today identify number fund money specific direction employee contain arm impact.,True,activo
155,3f9c03faaf394d6c8110bd9eb6918af2,Become health.,False,activo
156,05688d1d3d2d45819b77520a936e0322,Front throw be thus spring hard certain return mission somebody worker management know it fine step.,True,activo
157,6cfd0cce8e194794bfe4834b9d5c3651,Win manage dream dream herself reason consumer tough field city very commercial professor expert you drug final write film soldier what sister something set.,True,activo
158,7b802b2b24ea44219465d04bee81bb12,Tough.,False,activo
159,d235778ef16845b18a1d0204454df0fe,Well student guess.,False,activo
160,d48e236c717342a3a01aeb35c5cadd54,Day test.,False,activo
161,086bf8421905457688c691ed970a733c,Ability wear radio position what pick mouth play majority know however heavy our during administration truth single sing positive.,True,inactivo
162,4ee93e6ebe4548adbe70ff984e184dbb,Expert PM source citizen thus turn this tonight begin cut trade visit concern letter subject song her wear job south daughter buy stage success far worry.,True,activo
163,2f7c8fdf2066497d8b030a7a66902feb,Partner.,False,activo
164,e12996fdb6a04175b2f8daeb4af97edd,Standard dream woman light grow rate seat material page arrive art budget.,True,activo
165,2157e735a1244974b698db683879c1b8,Feel fine environmental American rest force reason per someone but if nature hair culture.,True,inactivo
166,23f28946d77047d09586280be64bf111,Per push.,False,activo
167,81a5eb4275c5467695070c04f3e60343,Spend.,False,activo
168,d571e94aa5be4a3085cbfb003c221d29,Recognize describe send sort light ten want my believe within expect without reveal you well view what peace listen add there statement approach prove whole near face.,True,activo
169,6e596e0451db473aa0d7695de00d6233,Anything carry.,False,activo
170,8d3b67ed1687423cb3cc7a716d3fabcb,Film call father.,False,activo
171,a9273f47525d40e09f3931b94416f49d,Performance nature level front wrong least too black almost full whether serve moment fire her relate because.,True,activo
172,7708a52e6e1b488cace89c7745a346a4,Effect tend really.,False,activo
173,0378b802a9624f829482a23a99e67109,Century rise institution term necessary test all attorney just allow break pattern likely it pull girl improve age save war bit really American.,True,activo
174,45b543b6dd1747069278a3d592d4a1d3,Hear likely parent.,False,activo
175,377ddb1f66c24a44a6aff49b8d2f62b1,Religious force audience challenge impact thus over home choice recently give side local note attention above.,True,activo
176,668276a609f942e2a69e1e2b54b8c699,Character bank cultural maintain sing rich entire room leader case realize really now understand direction close.,True,activo
177,a45b72bd51b744789b6bf7e46a476059,Entire cultural.,False,activo
178,90b687e9dc4543a2b1506f302e9333b0,Great mother green environmental throw piece road street book American I in forget level today choose address piece Mrs federal media.,True,activo
179,640c5b69889f475f8c875c44b1c7e776,We yes market discuss game mind region win soon choose phone community.,True,activo
180,923f963dc91b45b2b3f1014b654b85be,Still agent.,False,activo
181,7419da3b56bf4db19e38d5ac1b75f1f1,Fly charge page point tell oil financial I discover ok order traditional seem energy change guess control.,True,activo
182,4b9c538624cd4199b47b34c6a99ad14e,Whose build final goal.,False,activo
183,89fa5d1551d5458ba2fdd403962717f4,Book window hand hotel walk anyone want challenge strong light poor not.,True,activo
184,1dc80a68f97f4d5cbca70337ca56ae78,Peace be side end must factor pressure help want strong husband learn late mind nice soldier.,True,activo
185,434045220060482188b0c9cd664a1b33,Tell wife husband true join responsibility prepare under stage now remain dream market nearly something church have protect step force call sea by.,True,activo
186,5951dc76ff2e4de49cf97fe30e9af32f,Individual draw exist.,False,activo
187,903dc3767e5f4f02bac08e3abdef5af6,Over home.,False,activo
188,4ae9bbc2bb4143f6a775374c6a56befa,Air.,False,activo
189,6464d1c18ee145cea2430456ce8a103a,Quality apply determine organization property role public need attorney American sell song million surface investment education.,True,activo
190,8dd0984630f249de94549f3889d79be8,Perform close.,False,activo
191,e790c678f73b4f0493ffbb8bb4970f5c,Beyond allow late.,False,activo
192,7c2e1d90dbba46e6a67eddf0c2d439a4,More.,False,activo
193,4bd33e40c3cf4b9baec63663179ac7fc,Leg.,False,activo
194,8e9a94e8d8dd470bb639ef1b63145b7f,Something early production Republican computer gun discuss ahead people why create thus both pay reveal war media important career dinner magazine subject high agency challenge.,True,activo
195,faa48b12d3664bc7a2d3c6fe2ad67a24,Very point.,False,activo
196,f645113b8f6a4cfdad1825ec39fdfa54,Hear base.,False,activo
197,0a68c07b1e9f4ba5be85ccf51d44ffc0,General note throw off lose summer full health drug happy along for most statement oil many stop.,True,activo
198,aa5e6a72c75640b8be9d4d42dcfb3888,Address memory per worry son vote whose spring safe including foot by phone force.,True,activo
199,58a09eaa2f0a4feba46af17b7fd8af5b,Different so argue management order rate really morning meet something option check it once.,True,activo
200,574fa055b4434dd9a2bbd95553b7282c,Hard.,False,activo
201,19bf59b15970487f8e97cec43fa34b35,Beautiful seem.,False,activo
202,cf0e87de24e24abb839240c952d1140a,Ask anything kitchen close hospital reason according professor mind minute piece project among hard stop material lawyer know fast wonder.,True,activo
203,6dc18b039e7c4e588be6eba97e81b576,Through.,False,activo
204,e2cd5ccd1e684981af4ea615a9c600dc,Sign notice.,False,activo
205,982c7ceca2ca489d8f78f9ab126fcee7,System make tree remember mention into southern return deep training back fly knowledge.,True,activo
206,61b1fd78ac6743b89ebf6dd5c88e1b47,Direction money use allow key admit buy yes individual thus purpose we wide may article group.,True,activo
207,1faf8af36e6d4ac6b9e9d03295fd5a33,Recognize.,False,activo
208,312c2772c26f47dc91448383e27b6963,Green theory.,False,activo
209,6e04e15f1da448d1ba88dfbd769098de,Police teach bring bit.,False,inactivo
210,c3102cb09b294605adc8a74b46d1bfb7,Fine industry thought figure wife street another billion thought her voice because it growth hope rest college southern such budget how three.,True,activo
211,90f98a8c6ea143dda8c108f74bc4a5c3,Laugh green some others free decade industry.,True,activo
212,a8f37de2c7d44a7fb015716009e49628,Reach.,False,activo
213,9d9b687a99d64e3dbd008ab13ec19c0c,Probably audience attention read what main forward population me partner because recently get finally no plan.,True,activo
214,cc4cad1f719044a9a135460e0befa45f,Leave tell.,False,activo
215,ff00004c937f40c28b146ebcf0b5b309,Senior these field range determine improve space goal education action rule career.,True,activo
216,f540deea5a524dd1b5d49c805c52ad45,Idea international buy.,False,activo
217,4cef81f14c9443f2b9ce6419b42d6533,Partner worker power offer customer give light them town economy stuff kitchen.,True,activo
218,5c32ca2e66e247e1a25a10e2ac964684,Trade movement.,False,activo
219,150775c04fda4f36906f6875b307c36a,Special foreign close.,False,activo
220,f65311fb9b0647aaacf8bca1e581e32c,Music spring employee.,False,activo
221,a022703107064872a39f3ea094b34a26,Run who show card painting bank security human feel share yard action less himself beyond huge.,True,activo
222,e057a63e56f449feaf644a1da2bd8766,Will will sound hard energy around environmental campaign whether smile yard scientist rise would decide later forget respond moment sea.,True,activo
223,359d415ffcbf484db3aa0fa130e94374,Black sport research strategy.,False,activo
224,e3eb4b94deb14043a462acccc804d749,Feel task.,False,activo
225,dddbf35d25af457c918cf6566cc54eb8,Know never.,False,inactivo
226,979af551b2e24d2faa287711fa15c932,Outside stage require.,False,activo
227,bb87a62891da42009fd541469783d54f,Husband occur dream.,False,activo
228,d5b6fca8e53145bb8984c0f1b53d8764,Image professor pattern interesting strong occur TV throw stuff pretty inside tax act him almost effort born language fly reach red poor simply election age south.,True,activo
229,07bf31c5182347e8ba6150d546af3291,Gas.,False,activo
230,4c1666a80635487fb71906c2e94d3c67,Partner program.,False,activo
231,15df3251d4734c0480a440cad89e7575,None conference game cultural stage list condition whether air address record health hit west.,True,activo
232,fc188d53f73c48f59fddf2c8ac260648,Shake north quality show professional term important until why expert leader seat network why thank two behind from future get.,True,activo
233,b3bfa6ed09e64c39b53d6695af662730,Strategy.,False,activo
234,f6db7efb975f4d35a4f3ff7099669879,As manager war.,False,activo
235,d209bae12f98432baf8220b07f4ec653,Late.,False,activo
236,8a52ea6c349a413faedfe666f0253ea3,His building expert middle natural anyone though cover during effect second fill face.,True,activo
237,33096740aa424b4a91eaabe680f860f7,Professor imagine the.,False,activo
238,c4445e1165544b8db0328617135b27e2,Other eye brother.,False,activo
239,350d325d358d43f38a5568205c48397e,Most unit western thought build three wife writer score side enter little today option themselves bad role we help future.,True,activo
240,6eeb93fb8478490db5a6888a5a891497,Body point effort figure ready game partner mission beat daughter law writer.,True,activo
241,874ec2b2cc964f6793200f7dc8979946,Body activity song.,False,inactivo
242,d3d1e31713124c0fa142b334b421086e,Dark walk.,False,activo
243,8cc7eee0c43e4aa980e4d60cbf0837fe,Suffer.,False,activo
244,6d4e546fb04149b3babe3eebd4bb7b5b,Program.,False,activo
245,47b5bc81406a46f29ffa205292e64ec1,Film sense bad move final happy third civil country whom soon American artist organization argue model garden night.,True,activo
246,373874c0b6844bccb5ca8db3808f4317,Sea success last door true along market capital collection camera day majority better response letter.,True,activo
247,3ac8ab9111af4c01b4f8863f7668d3c1,Few.,False,activo
248,3c7b4e3fb04843c7a796a341238e7229,Else head white let central various class camera set individual expert sort off.,True,activo
249,5749b528dcae4bc787ea2de10e346a1c,So treatment then.,False,activo
250,249334d229cf4e01ad1f0ee285145755,Show expect fish order minute hospital citizen past husband language alone know daughter better factor stay last discussion national music international part defense during station.,True,activo
251,fc06cd93189d453a818a2b1bc25f42e8,Approach send feel ten he difference.,True,activo
252,55745c5d69694d12a63c6f82d592b0c8,Country network leg a without difficult picture us road a especially involve heavy sport foreign tree talk sure deal camera ability natural throughout.,True,inactivo
253,1ec0072df4d7407dba2495bd4d519128,Born green.,False,activo
254,04e3c8b9c9a64142aab2f7403253143f,Light start degree look stage would customer pass myself morning challenge trip dark structure physical less member base.,True,activo
255,805d281190ec4a59bbba0c6308935cec,Carry decision group represent give determine wear education piece quickly view even or two yes bad.,True,activo
256,fd1f00bf1179469fa2c5244301fe7322,Put alone.,False,activo
257,1d960bb0009b4c8dad3736e7300f98dc,Floor civil realize evidence establish truth woman culture history first walk bill line really child should moment visit wonder worry send before no reveal always program.,True,activo
258,44affde392ea4614901c6d9932e7cfc1,Store accept.,False,activo
259,af4b41ceb9d9471f85bd6de30c7181d8,Up ability table second though mission decade that in training join begin thus sport boy floor.,True,activo
260,f4bf413c2dad4c2d90fb79f592120e52,Task door final.,False,activo
261,bca95a0dcf6a464b970b3b7de9057c7c,Military wall rise.,False,activo
262,826494ef71ad4b249a56bc1e55fa6d0c,By.,False,activo
263,9a319d1c01b94ca7b2c3dff5b7ce31a1,Lead week contain center.,False,activo
264,66f68156c9684d4eb1fe3abd0e10a997,Life real role plan break west mean few enter first east reduce compare.,True,activo
265,9649ac340bac4649854715490838e4df,Friend risk best.,False,activo
266,690cb09d76c14d6d99c285a7023b9c3d,Structure.,False,activo
267,6bdc08748906495981feed32597cacb4,Young know speech push trip suddenly good likely investment hand wrong rather message speak whatever seat attack loss out write life push administration voice.,True,activo
268,83e3a8102b9d442ca190e0144950ca3d,Catch suddenly.,False,activo
269,56ffb7a32aa042f28dece5f794487ad3,President Congress personal bar set later machine doctor everything easy bed color also.,True,activo
270,8ca6615a95b44438b1c6057b64b3e008,Forward perform issue.,False,activo
271,69573c6a6201406ba2590cb29a1ed2b5,Compare evidence official.,False,activo
272,face1b248d584b9bb8b569da2cd90969,Value bit.,False,activo
273,31893a7390fe4888a62e1207f7ea3e43,Somebody far common stay lead yes possible human maintain environment some within.,True,activo
274,43254c39d4634b398dd8f44f06da1bc3,Drug treat production now move film involve policy chair.,True,activo
275,7f050a68ade647bea23000aefd927f33,Miss thing key marriage if off better site sport role agency world great half news station often deep soon age stay develop truth serious finally politics already board.,True,activo
276,6dd3c0c7d19a48d0b62ce96ada03d21b,Movement build discuss standard push by middle collection method hot focus attorney on debate son charge card act thank increase east.,True,activo
277,c3f20a7a08d54650b0f439bb731fc7c0,Notice.,False,activo
278,2207d939facd4749b698f9108901fc49,You ten theory.,False,activo
279,85602ab06def48a79fc768e7f7b9bbed,People center well interesting miss force decade compare floor hospital source level study care heavy head training field garden likely.,True,activo
280,a5531e7aa4974f21b31e8e302ed8a460,Present everyone.,False,activo
281,d522a2ff1ccb493cb330d879240bb49b,Tax four.,False,activo
282,a2083e6cc80749828ddf1f3329018b0c,Fund past rather from trip medical race baby almost its or hair the among remember difficult history field simple finally whole it buy small not table.,True,activo
283,39886c611f75488597a7e777b753bd85,Term.,False,activo
284,f96467f901e348f9ab38554a0d35158d,Can effect pull.,False,activo
285,449f19325d8042a0808d9369c1daea8d,Administration while sea although.,False,activo
286,314ef5507a11488c8686e9ce268bf21e,Ready high.,False,activo
